"NewsletterID"|"UserID"|"SendDate"|"ClickDate"|"UrlID"|"ArticleType"|"EditorialContentType"|"Clicks"|"CampaignID"|"Zone"
"26"|"79201560"|"20170630"|"20170701"|"95985246"|"Lifestyle-General"|"CuSo Article 3.0"|"2"|"240"|"/cs/farxiga"
"26"|"79206821"|"20170701"|"20170701"|"4011970"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79206821"|"20170701"|"20170701"|"96011866"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79207503"|"20170630"|"20170701"|"4012804"|"Lifestyle-General"|"CuSo Article 3.0"|"1"|"240"|"/cs/farxiga"
"26"|"79207503"|"20170630"|"20170701"|"95985246"|"Lifestyle-General"|"CuSo Article 3.0"|"1"|"240"|"/cs/farxiga"
"26"|"79207503"|"20170701"|"20170701"|"4010633"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79207503"|"20170701"|"20170701"|"96011542"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79246346"|"20170701"|"20170701"|"4010633"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79246346"|"20170701"|"20170701"|"96011542"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79405221"|"20170701"|"20170701"|"4007385"|"Lifestyle-Fitness"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79405221"|"20170701"|"20170701"|"96011867"|"Lifestyle-Fitness"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79430994"|"20170630"|"20170701"|"4011970"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79430994"|"20170630"|"20170701"|"95985427"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79467716"|"20170630"|"20170701"|"4011970"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79467716"|"20170630"|"20170701"|"95985427"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79472737"|"20170701"|"20170701"|"4010633"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79472737"|"20170701"|"20170701"|"96011542"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79476890"|"20170701"|"20170701"|"4011970"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79476890"|"20170701"|"20170701"|"96011866"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79478019"|"20170701"|"20170701"|"4010633"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79478019"|"20170701"|"20170701"|"96011542"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79506287"|"20170701"|"20170701"|"4010633"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79506287"|"20170701"|"20170701"|"96011542"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79537521"|"20170701"|"20170701"|"4011970"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79537521"|"20170701"|"20170701"|"96011866"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79555610"|"20170701"|"20170701"|"4011970"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79555610"|"20170701"|"20170701"|"96011866"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79560281"|"20170701"|"20170701"|"4011970"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79560281"|"20170701"|"20170701"|"96011866"|"Treatment-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79582715"|"20170630"|"20170701"|"4012804"|"Lifestyle-General"|"CuSo Article 3.0"|"1"|"240"|"/cs/farxiga"
"26"|"79582715"|"20170630"|"20170701"|"95985246"|"Lifestyle-General"|"CuSo Article 3.0"|"1"|"240"|"/cs/farxiga"
"26"|"79602225"|"20170701"|"20170701"|"4010633"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79602225"|"20170701"|"20170701"|"96011542"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79609892"|"20170630"|"20170701"|"4012804"|"Lifestyle-General"|"CuSo Article 3.0"|"1"|"240"|"/cs/farxiga"
"26"|"79609892"|"20170630"|"20170701"|"95985246"|"Lifestyle-General"|"CuSo Article 3.0"|"1"|"240"|"/cs/farxiga"
"26"|"79609892"|"20170701"|"20170701"|"4010633"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79609892"|"20170701"|"20170701"|"96011542"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79610029"|"20170701"|"20170701"|"4010633"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"79610029"|"20170701"|"20170701"|"96011542"|"Lifestyle-General"|"Landing"|"1"|"240"|"/cs/farxiga"
"26"|"3171470"|"20170701"|"20170701"|"96011596"|"Landing-None"|"Landing"|"1"|"244"|"/cs/invokana"
"26"|"4808075"|"20170630"|"20170701"|"95985616"|"Landing-None"|"Landing"|"1"|"244"|"/cs/invokana"
"26"|"5506698"|"20170701"|"20170701"|"96011596"|"Landing-None"|"Landing"|"1"|"244"|"/cs/invokana"
