"NewsletterID"|"UserID"|"SendDate"|"ClickDate"|"UrlID"|"ArticleType"|"EditorialContentType"|"Clicks"|"CampaignID"|"Zone"
"51"|"26989972"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"26989972"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"27544054"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"27544054"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"27905772"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"27905772"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"28830793"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"28830793"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"29370084"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"29370084"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"29478645"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"29478645"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"31573098"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"31573098"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"31708772"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"31708772"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"32578647"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"32578647"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"33096164"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"33096164"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"34573885"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"34573885"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"36717285"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"36717285"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"37290936"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"37290936"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"37968019"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"37968019"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"39070774"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"39070774"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"41810487"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"41810487"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"44038689"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"44038689"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"45214038"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"45214038"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"45638858"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"45638858"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"46612330"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"46612330"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"46765888"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"46765888"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"47106323"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"47106323"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"47235295"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"47235295"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"47457908"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"47457908"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"47889909"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"47889909"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"48538415"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"48538415"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"48758980"|"20170629"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"48758980"|"20170629"|"20170703"|"95965180"|""|""|"1"|"278"|"/cs/trulance"
"51"|"48874166"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"48874166"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"49275012"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"49275012"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"49396850"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"49396850"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"51218365"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"51218365"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"51529119"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"51529119"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"51830327"|"20170701"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"51830327"|"20170701"|"20170703"|"96020035"|""|""|"1"|"278"|"/cs/trulance"
"51"|"52280562"|"20170703"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"52280562"|"20170703"|"20170703"|"96074479"|""|""|"1"|"278"|"/cs/trulance"
"51"|"52449291"|"20170629"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"52449291"|"20170629"|"20170703"|"95965180"|""|""|"1"|"278"|"/cs/trulance"
"51"|"52520398"|"20170702"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
"51"|"52520398"|"20170702"|"20170703"|"96044224"|""|""|"1"|"278"|"/cs/trulance"
"51"|"53003060"|"20170618"|"20170703"|"4012986"|""|""|"1"|"278"|"/cs/trulance"
